work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior,Full-Time,Data Engineer,178600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,75000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,80000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Engineer,63040.0,ES,Remote,ES,Medium
2024,Mid,Full-Time,Data Scientist,125000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,203920.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,87570.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Scientist,47840.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,231000.0,US,Remote,US,Medium
2023,Executive,Full-Time,Director of Data Science,319030.375,US,Remote,US,Medium
2023,Mid,Full-Time,Data Science Consultant,90000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,164000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,275000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Engineer,157250.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Specialist,148700.0,US,Remote,US,Large
2024,Mid,Full-Time,Data Science Consultant,160000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Research Engineer,155000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Machine Learning Engineer,200000.0,US,On-site,US,Medium
2022,Mid,Contract,Applied Machine Learning Scientist,97712.0,IT,Remote,NL,Large
2023,Senior,Full-Time,Data Scientist,197000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Scientist,106605.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,171240.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Engineer,175000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Machine Learning Engineer,125000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Manager,71500.0,US,Remote,US,Medium
2023,Entry,Full-Time,Data Engineer,43064.0,GB,Remote,GB,Medium
2022,Mid,Full-Time,Machine Learning Developer,76814.0,CA,Remote,CA,Medium
2024,Senior,Full-Time,Machine Learning Engineer,212500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Scientist,273400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,275500.0,US,On-site,US,Medium
2023,Mid,Full-Time,Analytics Engineer,100000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,111000.0,US,On-site,US,Medium
2023,Executive,Full-Time,Head of Data Science,230000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Business Intelligence Engineer,42030.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Business Intelligence Developer,140000.0,US,Remote,US,Medium
2022,Mid,Full-Time,MLOps Engineer,124000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,95000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,102000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,224500.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,150000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Analytics Engineer,145000.0,US,Remote,US,Medium
2023,Entry,Full-Time,Data Analyst,80000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,126800.0,US,Remote,US,Medium
2024,Senior,Full-Time,AI Architect,173000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Architect,67200.0,US,On-site,US,Medium
2024,Executive,Full-Time,Data Analyst,68750.0,GB,On-site,GB,Medium
2023,Senior,Full-Time,Data Analyst,133300.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Analyst,90000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,146000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Architect,90000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,172200.0,US,On-site,US,Medium
2023,Mid,Full-Time,Financial Data Analyst,130000.0,US,Remote,US,Large
2022,Senior,Full-Time,Data Scientist,179400.0,US,Remote,US,Medium
2024,Senior,Full-Time,Research Scientist,159300.0,US,On-site,US,Medium
2022,Entry,Full-Time,Machine Learning Engineer,55410.0,GB,Remote,GB,Small
2023,Senior,Full-Time,Data Scientist,142200.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,128000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,113600.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,93400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science Lead,156400.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,150000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Engineer,165000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Business Intelligence Analyst,124400.0,US,Remote,US,Medium
2024,Mid,Full-Time,Business Intelligence Engineer,89500.0,US,Remote,US,Medium
2023,Senior,Full-Time,BI Analyst,130800.0,US,Remote,US,Medium
2024,Senior,Full-Time,Computer Vision Engineer,183000.0,US,Remote,US,Medium
2023,Entry,Full-Time,Data Analyst,58400.0,US,On-site,US,Medium
2023,Mid,Full-Time,Decision Scientist,204500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,210000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,143000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Analyst,68000.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Analyst,75000.0,US,On-site,US,Medium
2023,Senior,Full-Time,ML Engineer,135000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,237400.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Data Engineer,181700.0,US,On-site,US,Medium
2023,Senior,Full-Time,AI Developer,108000.0,UA,On-site,UA,Medium
2024,Senior,Full-Time,ML Engineer,200070.0,CA,On-site,CA,Medium
2022,Senior,Full-Time,Data Analyst,144000.0,US,Remote,US,Medium
2023,Entry,Full-Time,Data Analyst,60000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analyst,120000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,105700.0,US,Remote,US,Medium
2024,Senior,Full-Time,Business Intelligence Engineer,185000.0,US,On-site,US,Large
2023,Senior,Full-Time,Data Analyst,280000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Specialist,110000.0,US,On-site,US,Medium
2023,Executive,Full-Time,Head of Data,204500.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Scientist,65000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,168000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,152000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,238000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Science Consultant,128000.0,US,On-site,US,Medium
2024,Senior,Full-Time,ML Engineer,189400.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Manager,167000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Head of Data,226500.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,85000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,73824.0,GB,On-site,GB,Medium
2024,Mid,Full-Time,Data Product Manager,250000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Scientist,233500.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,38000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,184800.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Analyst,131600.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Analyst,131000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analyst,85000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,201400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,166500.0,US,On-site,US,Medium
2023,Entry,Full-Time,Business Intelligence Analyst,78800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Architect,228000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,216000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,98000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Business Intelligence Analyst,78300.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,101570.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Architect,306000.0,US,Remote,US,Medium
2023,Senior,Full-Time,AI Programmer,120000.0,CA,Remote,FR,Medium
2023,Senior,Full-Time,Data Analyst,70000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,133000.0,AU,On-site,AU,Medium
2023,Senior,Full-Time,Data Architect,92000.0,GB,Remote,GB,Medium
2024,Senior,Full-Time,Data Engineer,139810.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Engineer,95000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,225500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,80000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Architect,150000.0,GB,On-site,GB,Medium
2022,Mid,Full-Time,Data Scientist,86193.0,GB,On-site,GB,Medium
2024,Mid,Full-Time,Data Scientist,90000.0,US,Remote,US,Medium
2023,Entry,Full-Time,Data Analyst,80000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Scientist,43064.0,GB,On-site,GB,Medium
2024,Mid,Full-Time,Data Engineer,200000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Product Data Analyst,16417.0,IN,Remote,IN,Large
2022,Mid,Full-Time,Data Engineer,160000.0,US,Remote,US,Medium
2023,Entry,Full-Time,Data Scientist,74540.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Machine Learning Scientist,170000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,43064.0,CF,Remote,CF,Medium
2023,Senior,Full-Time,Machine Learning Engineer,169000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,170000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,189000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Business Intelligence Analyst,72600.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,191311.0,US,Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,319030.375,US,On-site,US,Medium
2023,Mid,Full-Time,Research Engineer,193500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,129600.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Science,115000.0,US,Remote,US,Medium
2022,Executive,Full-Time,Data Engineer,310000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,110820.0,GB,On-site,GB,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153088.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Scientist,183200.0,US,On-site,US,Medium
2023,Senior,Full-Time,ML Engineer,305000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,165000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Analytics Engineer,150000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Science Consultant,70000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,82500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analyst,100000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Analyst,50000.0,GB,On-site,GB,Medium
2023,Senior,Full-Time,Data Quality Analyst,82000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Manager,132300.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Science Lead,129300.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,144500.0,US,On-site,US,Medium
2023,Mid,Full-Time,Analytics Engineer,165000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Machine Learning Engineer,135200.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,168000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Architect,112500.0,GB,On-site,GB,Medium
2024,Mid,Full-Time,Prompt Engineer,240960.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Analyst,92700.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,181500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Analytics Engineer,95000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,73824.0,GB,On-site,GB,Medium
2024,Senior,Full-Time,Machine Learning Scientist,175000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,245000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Specialist,60000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Architect,166375.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,104000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,89000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,66666.0,ES,On-site,ES,Medium
2024,Senior,Full-Time,Data Science,172500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,105000.0,CA,On-site,CA,Medium
2024,Mid,Full-Time,Business Intelligence,207600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,142000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Analyst,119000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Principal Data Scientist,86374.0,ES,Remote,ES,Large
2024,Senior,Full-Time,Robotics Software Engineer,282000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Scientist,200000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,75705.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,124000.0,CA,On-site,CA,Medium
2024,Senior,Full-Time,Data Engineer,147500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Architect,150000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,157000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Science,235000.0,US,Remote,US,Medium
2023,Senior,Full-Time,BI Developer,105000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Manager,128000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,182000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,170700.0,US,On-site,US,Medium
2023,Senior,Full-Time,Business Intelligence Analyst,194521.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,295000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Science,144200.0,US,On-site,US,Medium
2024,Entry,Full-Time,Business Intelligence,166000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,197400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,145000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,100000.0,GB,Remote,GB,Medium
2023,Senior,Full-Time,BI Developer,197000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,86128.0,GB,On-site,GB,Medium
2023,Senior,Full-Time,Data Engineer,174350.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,115300.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,185000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Analyst,72000.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Scientist,144650.0,US,On-site,US,Medium
2024,Executive,Full-Time,Data Science Director,106666.0,ES,Remote,ES,Large
2023,Senior,Full-Time,ML Engineer,276000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,319030.375,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,110000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,250000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,280000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,172100.0,US,On-site,US,Medium
2022,Senior,Full-Time,Analytics Engineer,116250.0,US,Remote,US,Medium
2022,Executive,Full-Time,Head of Data,160000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Machine Learning Engineer,150450.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,72593.0,GB,On-site,GB,Medium
2023,Senior,Full-Time,Data Scientist,123000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,253430.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,275300.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Scientist,58400.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,99000.0,CA,Remote,CA,Medium
2023,Mid,Full-Time,Data Scientist,225300.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,47280.0,ES,On-site,ES,Medium
2023,Senior,Full-Time,Business Intelligence Engineer,192000.0,US,On-site,US,Medium
2024,Executive,Full-Time,Data Architect,210000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,177300.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Manager,73500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,90000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,194000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,170000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Analyst,105000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,177500.0,US,On-site,US,Medium
2023,Mid,Full-Time,ML Engineer,155000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,220000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,59382.0,ES,On-site,ES,Medium
2022,Mid,Full-Time,Data Analyst,100000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,121000.0,US,On-site,US,Medium
2024,Entry,Full-Time,Research Analyst,90000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Engineer,184800.0,US,On-site,US,Medium
2024,Entry,Full-Time,Research Analyst,124000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,82200.0,US,Remote,US,Medium
2023,Senior,Full-Time,NLP Engineer,64781.0,ES,Remote,ES,Medium
2023,Senior,Full-Time,Data Architect,138000.0,GB,Remote,GB,Medium
2024,Senior,Full-Time,Data Analyst,134500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Specialist,111000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,319030.375,US,On-site,US,Medium
2024,Executive,Full-Time,Head of Data,182000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Engineer,233200.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,97935.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,155600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Science,95100.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,206500.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,222000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,130500.0,US,On-site,US,Medium
2024,Mid,Full-Time,Machine Learning Engineer,160000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,180000.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Management Analyst,145000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,190000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,209450.0,US,Remote,US,Medium
2023,Executive,Full-Time,Head of Data,269600.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Architect,80000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,165500.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Engineer,130000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,233300.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Architect,175000.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Scientist,60000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,120250.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,208000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,116500.0,US,Remote,US,Medium
2021,Mid,Full-Time,Data Science Lead,150000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,126000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analytics Manager,140000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Scientist,277000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,108308.0,GB,Remote,GB,Medium
2024,Senior,Full-Time,Data Architect,117000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Research Analyst,102000.0,US,On-site,US,Medium
2024,Entry,Full-Time,Data Analyst,94600.0,US,On-site,US,Medium
2023,Mid,Contract,Machine Learning Engineer,105000.0,US,Remote,US,Small
2023,Senior,Full-Time,Data Scientist,285800.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Visualization Specialist,170200.0,US,On-site,US,Medium
2024,Executive,Full-Time,BI Developer,130000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Scientist,81250.0,GB,On-site,GB,Medium
2023,Mid,Freelance,Data Science Consultant,21000.0,PK,Remote,LU,Small
2024,Senior,Full-Time,Analytics Engineer,137871.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Architect,115000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,178560.0,US,On-site,US,Medium
2024,Entry,Full-Time,Research Analyst,120000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Research Analyst,107000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Applied Scientist,159100.0,US,On-site,US,Large
2023,Mid,Full-Time,Machine Learning Engineer,180000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,132300.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,185000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,129192.0,GB,On-site,GB,Medium
2023,Executive,Full-Time,Head of Data,142200.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Analyst,130000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Scientist,170000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,212000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,138000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,127950.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Scientist,197500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,108000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Scientist,222000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Analyst,75000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,160000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,132500.0,US,On-site,US,Medium
2024,Entry,Freelance,Applied Data Scientist,30000.0,GB,Remote,GB,Medium
2024,Senior,Full-Time,Business Intelligence Analyst,67993.0,ZA,On-site,ZA,Medium
2023,Senior,Full-Time,Data Scientist,180000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Applied Scientist,212800.0,US,On-site,US,Large
2023,Senior,Full-Time,Data Architect,204000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,210000.0,US,Remote,US,Medium
2024,Entry,Full-Time,Data Analyst,61700.0,US,Remote,US,Medium
2024,Senior,Full-Time,Research Engineer,144600.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Scientist,135000.0,US,Remote,US,Medium
2023,Mid,Full-Time,Research Engineer,130000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,81666.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Scientist,130000.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Engineer,135000.0,US,On-site,US,Medium
2024,Senior,Full-Time,AI Architect,289000.0,US,Remote,US,Large
2023,Senior,Full-Time,Data Analyst,185900.0,US,On-site,US,Medium
2024,Senior,Full-Time,BI Data Analyst,66666.0,DE,Hybrid,DE,Small
2022,Mid,Full-Time,Data Engineer,98506.0,GB,Remote,GB,Medium
2023,Senior,Full-Time,Applied Scientist,135200.0,US,On-site,US,Medium
2024,Senior,Full-Time,Analytics Engineer,120000.0,CA,Remote,CA,Medium
2023,Senior,Full-Time,Data Architect,280100.0,US,Remote,US,Medium
2023,Mid,Full-Time,Data Engineer,130400.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,95584.0,DE,Remote,DE,Medium
2024,Senior,Full-Time,Applied Scientist,180000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Data Specialist,70000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Data Analyst,136000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Research Scientist,319030.375,US,Remote,US,Medium
2022,Entry,Full-Time,Data Scientist,100000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,109400.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Analyst,185000.0,US,On-site,US,Medium
2022,Executive,Full-Time,Machine Learning Scientist,180000.0,US,Remote,US,Small
2023,Senior,Full-Time,Data Scientist,166000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,263500.0,US,Remote,US,Medium
2024,Senior,Full-Time,Data Analyst,110000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,80000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,179000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Machine Learning Engineer,255000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,106800.0,US,On-site,US,Medium
2024,Mid,Full-Time,Prompt Engineer,200800.0,US,On-site,US,Medium
2024,Mid,Full-Time,Data Engineer,180000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Product Manager,137500.0,US,On-site,US,Medium
2023,Senior,Full-Time,Prompt Engineer,140000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Analyst,116700.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Scientist,140000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Operations Engineer,100000.0,US,Remote,US,Medium
2024,Mid,Full-Time,Data Engineer,85750.0,US,On-site,US,Medium
2023,Entry,Full-Time,Data Analyst,50000.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Science Manager,172200.0,US,On-site,US,Medium
2023,Mid,Full-Time,Data Engineer,85800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Data Engineer,135000.0,US,Remote,US,Medium
2022,Senior,Full-Time,Analytics Engineer,63000.0,US,On-site,US,Medium
2022,Mid,Full-Time,Data Engineer,67723.0,GB,Remote,GB,Medium
2023,Mid,Full-Time,Data Engineer,67056.0,GB,On-site,GB,Medium
2023,Mid,Full-Time,Data Specialist,110000.0,US,On-site,US,Medium
2023,Mid,Full-Time,Business Intelligence Analyst,80505.0,CA,On-site,CA,Medium
2024,Mid,Full-Time,Research Scientist,150000.0,US,Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,195800.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Engineer,168000.0,FR,On-site,FR,Medium
2024,Senior,Full-Time,Business Intelligence,132900.0,US,On-site,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,104000.0,US,On-site,US,Medium
2024,Senior,Full-Time,Business Intelligence Analyst,86000.0,US,On-site,US,Medium
2023,Senior,Full-Time,Research Analyst,135960.0,US,On-site,US,Medium
2022,Senior,Full-Time,Data Scientist,168000.0,US,Remote,US,Medium
2020,Entry,Contract,Staff Data Analyst,44753.0,CA,Hybrid,CA,Large
2023,Senior,Full-Time,Data Scientist,118575.0,CA,Remote,CA,Medium
